clean_text,label,pos_count,neg_count,sentiment_score
jadi benci yusril nyata profesor yusril ihza mahendra saksi ahli hadir kubu prabowo hatta mk waktu kata mk mahkamah kalkulator minta mk mk nya thailand buat salah warga kampung ikut fans setia ubah ratus delapan puluh derajat usai dengar nyata yusril ikut setia kampung langsung sumpah tidak dukung pbb partai bulan bintang tidak baca tulis berita kait mantan menhukham masa lembaga tinggi negara yusril leceh nyata preman sebut mk mk nya thailand kes rendah martabat negeri thailand seringkali dengar kudeta milu tidak atur indonesia arti indonesia baik thailand arti pak yusril ajar tidak baik buat tidak sudi rim sumpah jadi benci yusril tidak nyoblos pbb juang klien prabowo hatta ahli advokat yusril tokh wajar wajar punya dapat juli nyoblos nomor prabowo hatta timpal iya nyoblos nomor emang pak yusril pbb koq sahut pak yusril leceh lembaga tinggi negara mk rendah harkat martabat negeri cinta mulai detik henti jadi ikut setia dukung prabowo hatta cabut lho habis jelas kalah koq tetap ngotot tidak terima kalah lapang dada ngakunya ksatria sssttt stop ah minta henti bicara terus terus tanggap postingan jadi penuh umpat caci maki tidak suka tulis umpat kata kata kotor sungguh,0,12,12,0
lawan tangguh ahok serius sedap masuk tuh barang sip basuki tjahaja purnama ahok punya saing nan imbang senin februari kemarin yusril ihza mahendra resmi umum bakal calon jadi gubernur dki jakarta hajat pilkada serentak lawan tangguh benar benar datang lupa popularitas ahok ada posisi nomor banding nama bakal calon gubernur muncul belakang mesti catat baik baik nama nama tokoh baru muncul mulai tempel ketat ahok sehat demokrasi dasar hasil survei laku populi center tanggal februari yusril ahli hukum tata negara musisi ahmad dhani belum lama satron kalijodo punya tingkat popularitas lumayan popularitas ahok tetap nangkring atas persen rano karno tahu nama muncul persen ahmad dhani persen yusril persen teliti populi center nona evita popularitas ada atas wali kota bandung ridwan kamil kamil ada posisi lima persen apresiasi yusril bangsa negara jakarta turun derajat mantan menteri ketua umum partai mantan calon presiden jadi calon gubernur jakarta luar kenal sosok pria rendah hati percaya simak kata kata muat kompas com kemarin maaf edit mundur jadi calon presiden milu semata mata jaga damai hebat jiwa kenegarawannya utama jaga satu satu pecah belah korban undur calon bukan arti kalah hebat kalah yusril tebus calon jadi gubernur dki kalah ahok waktu kalah abdurrahman wahid gus dur hitung suara oleh wuih optimisme lho tahan pantas jadi gubernur dki jakarta mungkin dapat dukung gus dur dapat dukung megawati tuh luar prediksi ayo maju terus bung lawan ahok jadi vote pertama gus dur kalah tinggal hadap mega ah yusril ngomong bukan bung bukan fakta rendah andai andai bj habibie instruksi dukung dukung kondisi kata kalah mega percaya sila cek langsung pak habibie tanya yusril kalah serah dukung gus dur bukan main jiwa besar yusril moga gus dur tidak bangun kubur teriak yusril bohong bayang waktu umur tahun muda kecil kalah gus dur megawati jadi khawatir luar pahlawan betul yusril layak bintang maha waktu jaga satu undur tahu gus dur menang mega jadi wakil betapa besar agung mulia yusril serah menang gus dur megawati baca berita hasil konferensi pers yusril senin februari kemarin jakarta sabar hati lihat pilih gubernur dki pilkada gelar hari harap yusril keluar menang lewat hitung cepat kata sabar pasal yusril kumpul ktp warga jakarta dukung maklum percaya maju lewat jalur independen ahok aksi kumpul ktp laku yusril mulai awal maret besok tidak prediksi sanggup yusril kumpul ktp dukung tempo tiga bulan bilang tidak tiru cara teman ahok kumpul ktp buka posko rt rw hebat serius yusril nyalon lewat jalur independen tanya soal yusril bilang partai politik calon sila alamak jadi mentah nih percaya diri bukti bung yusril mampu oleh suara partai jakarta milu legislatif an jiperkah yusril moga tidak partai nasdem dukung ahok lewat dpw partai nasdem dki jakarta diri posko induk kumpul ktp dukung ahok berita posko bentuk nasdem beri nama posko induk ktp dukung ahok markas kantor nasdem jalan gondangdia menteng jakarta pusat ayo laskar partai bulan bintang pbb kalah laskar nasdem tunjuk nyali nyali desak jual sentimen agama turun kalah ahok cara pakai kuno,0,26,19,7
ahok takut lawan yusril bacot karakter pimpin ahok tidak punya prestasi ahok jago tebar caci maki sumpah serapah bahasa toilet plus isi bagi pisah cara gaya komunikasi ahok kembang agung podomoro agung dayu group mampu buat ahok tekuk lutut kata takut ahok agung podomoro agung dayu group agung podomoro agung dayu group garap kpk ahok buat pusing keliling belum sunny anak magang bimbing bolak bolak mengahadapi wawancara sidik kpk sunny salah jawab ahok bakal buat repot belum masalah kalah pelik head to head lawan prof dr yusril ihza mahendra kasus hukum kali kali terus ulang ulang ahok tantang yusril tarung adil tidak tuju bijak bak gayung sambut yusril senang hati terima tantang ahok menang yusril kasus bidaracina mampu pukul ko ahok skor menang yusril kasus hukum tunggu yusril kasus gusur kampung luar batang kasus bantargebang kasus kampung luar batang yusril kali kali minta ahok keluar sk gusur kampung luar batang kasus bantargebang yusril tunggu sp putus kontrak kasus bantargebang ahok guna temu bpk dasar hukum keluar sp tanggal september susul sp tanggal nopember aneh pasuk mei sp putus kontrak belum laku ahok ahok janji hadap media putus kontrak kasus bantargebang laku jangka waktu hari keluar sp rencana ahok laku putus kontrak pemprov dki jakarta langsung ambil alih bantargebang kelola swakelola ahok bantargebang kelola pemprov dki jakarta jadi pengehamatan besar rp milyar angka fantastis jelas ahok takut hadap yusril adil,1,13,5,8
yusril professor yusril ras indonesia jadi tikai bunuh gara gara konflik sara luar negeri india burma kosovo eropa negara afrika anak sd kelah gara gara hujat masalah sara bang yusril aku ngaku professor pakar hukum mantan menteri kabinet ketua umum partai politik sengaja tiup issue sara gara gara hari belum parpol ber sedia dukung ajang tarung pilkada dki kagak malu didik jabat tuh bang ingat tinju mike tyson milik nama besar tanding lawan evander holyfield si leher beton main gigit kuping evander tonjok perkutut evander bang yusril takut tanding jadi main curang ahok bang yusril takut tidak parpol dukung bang yusril yakin menang lawan ahok teman yusril tidak kumpulin ktp maju independen takut khawatir tidak warga dki kasih ktp mending jadi gubernur belitung deh lawan adik ahok tetap takut kali pakai kaos mik mose bang mending pakai kaos doraemon kantong ajaib kale aja biar langsung jadi presiden uganda salam sejahtera sehat raymond liauw,0,2,2,0
yusril mulai main isu agama ustadzah mama dedeh bilang preeeet yusril tampak guna cara sempat kalah ahok pilgub dki status bakal cagub dki sibuk cari dukung bagai partai hubung partai golong partai gurem tidak punya bangku parlemen mulai strategi keroyok ahok bakal cagub dki blusukan bagai mesjid solat jumat warga serang ahok lewat jalur hukum tampak mulai main isu agama ada acara gema tabligh akbar yayasan al riyadh lurah jati padang camat pasar minggu jakarta selatan senin april tampil mama dedeh dedeh rosidah ceramah betul yusril hadir situ acara yusril dapat sempat bicara mulai main isu agama tampak jelas isi penting pribadi cari dukung pilgub dki yusril kata dasar teliti yusril tidak sebut nama lembaga surveynya persen warga jakarta hendak pimpin muslim wajar mayoritas warga jakarta agama islam wajar masa jadi gubernur bal orang hindu jadi gubernur yusril kata amerika serikat tahun merdeka milik presiden muslim satu presiden as asal luar kristen john f kennedy agama katolik masa jadi gubernur papua orang kristen hendak orang papua yusril tutur pilih warga bukan arti tidak hormat agama agama hormat orang jaga ada tempat ibadah insya allah paham betul lihat jakarta damai islami bukan arti tidak hormat agama kata ahli hukum kata yusril tsb kata tidak pantas tidak didik negara dasar pancasila syarat jadi gubernur presiden undang undang tidak sebut soal agama cagub capres tampak jelas yusril usaha yakin serta tablik akbar tsb gubernur dki agama islam salah bakal cagub dki agama islam orang kali jadi menteri ambisi besar kejar jabat gubernur dki guna jalan nyapres pilpres cara sempat guna kata mama dedeh ceramahya kait pilgub dki mama dedeh ingat yusril ihza mahendra tidak perlu janji jadi jabat rayu pilih ceramah mama dedeh lontar nyata perlu simak bakal cagub dki sbb rakyat bosan janji doa wakaf tubuh rakyat preeeeet percaya gua bakal cagub sibuk serius cari dukung blusukan ustadzah mama dedeh bilang preeeet tega sumber baca,0,11,7,4
kaum tindas kisah politik dki jakarta ahok sang tindas yusril sang bebas kisah politik dki jakarta ubah pasca rezim fauzi wibowo ubah pengaruh hadir gaya ber politik joko widodo basuki tjahaja purnama ahok gubernur wakil gubernur pilih model politik sakral elitis jadi humanis wajah rakyat model politik ter tutup artifisial jadi transparan aktus bargaining politics balik layar jadi aktus bargaining politics panggung buka laku rezim ahok jauh komplit ubah kaget pihak cipta pro kontra tengah publik terima tolak lumrah acceptabled not acceptabled atas bijak putus politik niscaya tidak hindar results jadi tentu benar tidak benar bijak putus politik proses ber demokrasi bukan soal tuju halal cara gaya ber politik ahok tidak bawa bebas gaya ber politik cipta tindas rakyat politis birokrat bersih gaya ber politik ahok bebas politis birokrat opurtunis koruptif plus kelompok kelompok fanatik ras parasit gaya ber politik ahok sungguh tindas akhir soal tindas akomodasi yusril izha mahendra yusril baik yusril pilih pihak kaum ter tindas ahok juang hak hak betul yusril salah bakal calon gubernur potensial tantang ahok gubernur tahana pilih gubernur pilgub dki jakarta datang jadi pilih pihak yusril tepat beri untung politis pihak yusril kaum tindas ahok kata tepat beri untung politis pertama dki jakarta momen jelang pilgub momen rakyat dki jakarta rasa tindas gaya ber politik ahok cari pimpin alternatif ingin semangat kaum tindas asal bukan ahok aba kelompok potensial jadi jadi kelompok dukung tepat basis massa sumber suara yusril dua kuat figur calon gubernur milik partai politik tingkat popularitas elektabilitas bakal calon gubernur balcagub milik partai politik parpol kata tidak cukup tonjol banding yusril luar ahok tri rismaharini risma ganjar pranowo ganjar ridwan kamil emil rata rata tingkat popularitas elektabilitas yusril ada atas balcagub milik parpol sebut djarot saifulah pdip lulung lunggana ppp ahmad dan pkb hasnaeni moein demokrat adhyaksa dault muhammad idrus pks sandiaga uno gerindra suyoto pan hasil rilis lembaga survei tingkat popularitas elektabilitas balcagub justifikasi tepat pilih hendak politis yusril tiga putus politik buat calon gubernur potensial ahok calon gubernur gadang maju pdip putus maju pilgub lewat jalur independen tri rismaharini putus maju pilih walikota surabaya pilih ganjar pranowo ridwan kamil putus tidak ikut tarung pilgub dki jakarta putus buat ahok risma ganjar emil tidak buat partai partai politik hilang balcagub potensial usung pilgub dki jakarta buka peluang yusril satu partai partai politik koalisi besar yusril punya peluang timbang sederhana pasca putus ahok risma ganjar emil praktis sisa partai partai politik balcagub tingkat popularitas elektabilitas rendah yusril kata peluang yusril usung calon gubernur koalisi partai partai politik besar banding kader internal milik parpol jadi salah alas yusril daftar calon gubernur parpol empat spirit juang lahir situasi tindas putus ahok maju pilgub dki jakarta jalur independen tidak bebas tindas ahok bebas tekan tuntut parpol serentak tindas eksistensi supremasi partai partai politik putus ahok partai partai politik rasa nasib tanggung khianat tindas gaya ber politik ahok lahir gelora spirit aba parpol situasi tindas partai partai politik plus rendah tingkat popularitas elektabilitas kandidat gubernur milik parpol hadir yusril juang bebas padu tingkat popularitas elektabilitasnya tinggi politis tepat yusril milik peluang reliable maju tantang ahok head to head pilgub dki jakarta yusril juang bukan penting yusril juang wakil kelompok tindas realisasi ingin spirit aba kecamuk dada parpol pijak empat alas atas plus fakta partai bulan bintang parpol pimpin yusril punya kursi dprd dki jakarta ktp dukung warga prasyarat jalur orang yusril belum cukup tidak cukup logis realistis kata pilih yusril pihak kaum tindas ahok tepat beri untung politis pilih pihak juang hak hak kaum tindas pilih baru lahir abad pilih aneh tidak aku publik lihat fei hung guandong cina fei hung kenang masyarakat cina kwantung canton pahlawan bela kaum mustad afin tindas dietrich bonhoeffer breslau polandia bonhoeffer kenal tidak teolog imam kenal bela kaum tindas pimpin gereja diam lihat kejam nazi rezim hitler bonhoeffer pilih pihak kaum yahudi tindas juang suara benar atas pilih pihak bonhoeffer masuk kamp konsentrasi flossenb rg munir said thalib indonesia kenal luas kenang publik tokoh juang hak hak orang tindas dedikasi hidup bela hak hak terdzalimi pilih pihak yusril kaum tindas ahok enigmatis sifat kaum tindas bela yusril kelompok usung spirit aba momen jelang pilgub dki jakarta kaum tindas kumpul parpol tinggal ahok parpol kader balcagub kurang tonjol banding yusril politis birokrat sinyalir opurtunis koruptif plus kelompok kelompok fanatik sinyalir ras parasit benar bebas nila tanpa abai menaru respek nilai hemat pilih pihak kaum tindas ahok beri untung politis yusril kisah dki jakarta jelang pilgub catat tutup yusril campak tepat tidak maju calon gubernur baik koalisi parpol tetap kenang bela kaum tindas rezim gubernur ahok deh wasalam bagas de alumnus stfk ledalero tinggal nitra slovakia,1,34,11,23
yusril ihza mahendra shalat gerhana fenomena gerhana matahari tarik perhati umat manusia jadi alam luar jadi tahun lintas garis bumi masuk tarik perhati politis bakal calon gubernur dki jakarta yusril ihza mahendra pria ramai bicara atas giat belanja pasar kena kaos gambar kartun mickey mouse pagi turut laksana ibadah shalat gerhana disunnahkan umat muslim mana ada tindak imam shalat foto pampang akun twitter yusril lihat khusyuk tunai buat suka yusril ihza mahendra gerah kira perilaku beliau mengupload adegan shalatnya twitt pic lengkap terang tidak elok laku calon pimpin bangsa gambar gambar gambar yusril diri shalat sujud tengadah tangan tampak doa usai shalat terang gambar beri cukup jelas kurang shalat gerhana sujud shalat gerhana tengadah tangan usai shalat gerhana citra sampai pria tampan lihat taat ibadah muslim sejati apa tuju tidak pantas ibadah digembar gembor khalayak umum tambah cara gamblang kicau yusril kata foto foto ambil salah staffnya agama kristen ibadah langsung ybs tidak turut laku shalat gerhana tetap tidak perlu saji muka umum indah rasa yusril tunjuk turut laku ibadah jadi gerhana matahari cukup foto selfie ikan caption yuk bareng bareng shalat gerhana titik kalimat khalayak ramai paham yusril turut tunai shalat geerhana buka riya jatuh lanjut tulis cumau bilang sayang aja sih pak ibadah mesti jadi rahasia allah swt publikasi pahala kurang deh maaf pak dnu tulis makan rambutan maret wib,0,16,6,10
yusril benah jakarta tidak kenal yusril ihza mahendra pakar hukum tata negara politis ulung cara nama jabat mensesneg menkumham kiprah tingkat internasional jabat president asi african legal consultative organization markas new delhi india tulis kolumnis media aktif bagai organisasi islam muhammadiyah ikat cendikiwan muslim indonesia dewan dakwah islam indonesia samping profesor hukum tata negara kerap undang bicara bagai giat orang percaya suharto jadi tulis pidato presiden era orde baru maju jadi calon gubernur dki pribadi tidak kenal track recordnya yusril orang milik integritas milik kapasitas pimpin dki yusril obsesi pilkada dki siap jakarta federal territory bentuk federal territory bantu mudah pecah soal hadap dki jakarta ibu kota negara turut soal ibu kota sulit pecah tumpah tindih perintah pusat lantar status perintah daerah gagas lahir original pikir yusril komitmen tangan proses transisi jakarta betul betul federal territory,1,3,1,2
kakak yusril kalah adik ahok belitung timur yusril kalah ahok pilkada dki kakak yusril kalah adik ahok yusril kalah ahok pilkada dki kakak yusril ihza mahendra yusril yuslih ihza mahendra yuslih tumbang adik ahok basuri tjahaja purnama basuri laga rebut orang nomor kabupaten belitung timur propinsi bangka belitung bulan desember basuri tarung bawa bendera tahana yuslih usung kurang lima partai politik belitung timur yuslih dapat oleh suara basuri memproleh suara yuslih kakak kandung yusril usai lantik bupati belitung timur tengah pebruari basuki tjahaja purnama ahok orang indonesia asal suku tionghoa marga khek yuril ihza mahendra orang indonesia asal turun sultan melayu marga salam dua besar kota manggar kabupaten belitung timur tarung dinasty khek lawan dinasty salam ulang pilkada dki datang jawab tidak gantung kondisi yusril tarung ahok syarat manakalah tarung pilkada head to head yusril hadap ahok arti calon tarung rebut kursi b orang yusril lawan ahok ungkap yusril tarung ahok tarung jokowi lawan prabowo milu presiden tanya ikut yusril tang tarung rebut kursi nomor dki jawab tidak gantung kondisi yusril kalah ahok manakalah yusril manfaat lemah ahok lemah jadi kuat yusril yakin warga jakarta untulk baik pilih calon tahana ulas ikut profil individual individual yusril ahok kelas kaliber dua kenal nasional ahok orang indonesia asal suku tionghoa marga khek agama kristen mantan bupati belitung timur mantan anggota dpr ri gubernur dki yusril orang indonesia asal turun sultan melayu agama islam prof hukum tata negara mantan menteri hukum ham ketua partai bulan bintang acara kondang lemah ahok karakter ahok ledak ledak emosional tegas marah sifat ahok marah kurang nang warga jakarta yusril orang santun peluang menang yusril mulai lihat peluang yusril menang ahok peluang cipta makalah yusril manfaat lemah ahok jadi kuat bagi jelas ikut jadi gubernur dki ahok tanpa sadar cipta musuh sekitar ahok bina pns pemprov dki ahok gubernur prov dki otomatis hukum dasar undang undang otonomi daerah bina pegawai laku bina angkat henti pns lingkung pemprov dki jakarta sayang cara ahok bina pns dki bawah tindak otoriter ahok tidak segan segan parah malu pns jabat bawah hadap umum kuasa jarang buka aib si pns kena marah ancam pecat menonjobkan pns sangkut dapat malu bukan pns jabat sangkut isterinya anak mantu keluarga besar pns laku ahok ratus baik dinonjobkan anggap ahok kerja lemah akibat lelang jabat eselon ii camat lurah lingkung pns dki jakarta laku ahok wenang wenang kristal diam diam laku lawan cara selubung bentuk kelompok baris sakit hati bsh pns prov dki kelompok tidak coblos ahok pilkada dki jakarta maksud tulis peluang yusril manfaat lemah ahok yusril belum sentuh langsung pns dki jakarta jadi pilkada head to head yusril lawan ahok yakin kelompok salah peluang tempat yusril dulang suara ahok gubernur dki ahok gubernur dki guna anggar apbd dki tidak lepas awas laku lembaga awas uang bpk wakil jakarta akhir tahun ahok tuding cela institusi bpk laku periksa pemprov dki jakarta kait beli lahan rs sumber waras ahok tuding lembaga tidak profesional lhp bpk penuh rekayasa mengkrimanilisasikan lembaga tidak terima uji tudimgan ahok bpk paksa turun personil tidak kurang orang audit langsung lokasi rs sumber waras tuding ahok pandang pimpin bpk wakil dki tendensius kelompok auditor tugas rendah ahok auditor keluarganyadiyakini tidak pilih ahok pilkada yusril dulang suara dprd e budgeting apbd dki ahok cipta seteru tidak perlu jumlah anggota dprd dki kait ubah sistem anggar bas e budgeting akhir tidak paripurna apbd dki dprd dki paksa pemprov dki guna pagu anggar tahun kelompok diobok obok leceh ahok legislator memiilki masa dukung dimasing daerah pilih yakin tidak pilih ahok pilkada disni yusril dulang suara kait instutusi dprd dki ahok cipta seteru tidak penting wakil ketua dpr dki hi lulung kait korupsi proyek ada ups sekolah sekolah wilayah jakata pusat barat gaduh head to head ahok haji lulung terus lanjut tuding hujat rendah martabat sikap ahok kurang pas laku ahok orang nomor dki jakarta yakin kelompok hi lulung nota bene hi lulung pimpiuna partai ppp dki gudang masa tidak pilih ahok milu yusril mengaet partai ppp usung yusril dulang suara keluarga besar ppp dki jakarta ormas islam ahok yakin tidak coblos kelompok ormas afiliasi agama islam motor fron bela islam fpi dukung penuh tokoh masyarakat sperti hi lulung rhoma irama masuk dalam kelompok warga asli betawi kelompok aji pensantren yusril agama islam yakin dapat suport penuh kelompok korban tertib kelompok agam jumlah mata pilih besar pedangang kali lima keluarga tertib ahok pkl tanah abang monas dagang warteg sebar warga bongkar bantaran kali masuk akhir kelompok bongkar kali jodoh rmerasa hilang rumah kena gusur ahok korban gusur dapat rumah susun banyak sakit hati tidak puas ahok bagai alas akaibat hilang rumah hilang kerja lokasi rusun jauh tempat kerja yakin kelompok tidak pilih ahok disni yusril dulang suara asal bukan ahok pilih kelompok agam mulai pilih anggota partai wak ahok gerindra pks golkar rekan borong koruptor tidak bagi kerja tidak main pat gulipat pemprov kelompok yakin alih suara yusril pilih ahok pilih ahok khawatir utama pikir realistis kelas tengah atas rasa ahok laku ubah wajah jakarta pilih beda yusril pilih kelas tengah bawah primodial islam bana kerja sektor informal ahok kelas tengah atas generasi muda karyawan inteletual pintar cerda kritis tanya mudah yusril menang atas ahok pilkada dki ingat lho warga dki cerdas pintar kritis jawab ngak yusril menang tarung ahok makalah yusril menyakinkan warga jakarta program kerja bagus progam kerja ahok yusril meyakinanka warga program atas bagai soal dasar butuh warga jakarta tidak yusril gelar profesor harap toleh pilih warga jakarta atas macet jakarta ideal program kerja yusril tunjuk lemah ahok benah kota jakarta yusril tunjuk lho solusi misal atas macet ketulungan ruas ruas jakarta ideal buat jalan layang desain rupa menimal kurang kamacetan daerah misal contoh ekstrem kawasan lintas bunderan harmoni atas macet perlu bangun jalan layang bunderan harmoni arah tomang arah pasar baru kenderaan masuk halaman belakang menteri negeri hotel sriwijaya misal jalan bawah jembatan layang buat jalan layang bundean harmoni minimal kurang macet jam jam dar lintas bunderan harmoni catat jam sibuk akibat macet lintas bunderan harmoni macet tidak jrang mulai kantor wakil proinsi lampung tomang raya ideanya yusril tunjuk lho salah progam kerja yusril pilih jadi orang nomor jkatara banjir jakarta misal atas banjir jakarta samping laku ahok program yusril ideal laku kerja propinsi jawa barat buat bendung irigasi bogor air manfaat tani alir tanpa jakarta sampah masalah sampah misal samping lanjut program ahok ideal progranyusril laku kerja propinsi banten minta lokasi buang sampah beri konpensasi wilayah banten arah merak lahan penuh syarat jadi tempat buang ahkir sampah jakarta banyak armada sampah mohon maaf dar ilutrasi maksud tulis yusril tang pilkada dki tunjuk lemah benah kota jakarta laku ahok yusril tunjuk cari solusi atas lemah ahok program kosep yusril benah kota jakarta yakin warga jakarta tambah dukung primodial masuk agama parpol lekat yakin menang yusril atas ahok pilkada datang bendung urai tampil tantang ahok orang kaliber yusril hari hari dkenal ahli hukum mantan menteri agama islam sedkit pengaruh warga jatuh pilih calon sesuai kata hati nurani catat lupa menang ahok pilkada dki bukan menang ahok ansich menang jokowi gubernur dki ahok damping jokowi pilkada tahun tidak tutup kemungkian kakak yusril kalah adik ahok pilkada kabupaten belitung timur yusril kalah ahok pilkada dki manusia rencana hasil tidak allah maha tahu sumber,1,35,55,-20
yusril serang puan jokowi mensesneg kaget ane baca berita yahoo sumber tribunenews com berita serang yusril ihza mahendra puan maharani jokowi mensesneg sutikno judul berita tribunnews yusril ihza mahendra puan maharani asal ngomong tidak paham seram judul berita isi ane papar bawah jelas orang suka protes salah kutip salah deskripsi berita jadi ane cantum kutip langsung lansir tribunnews pertama serang jokowi serang kritik serang bahasa guna bahasa pasar alias tidak harga kritik ikut serang pertama yusril jokowi bukan kelola warung tiga kartu jokowi jelas dasar hukum belum jelas dasar hukum keluar bijak tiga jenis kartu sakti kis kip kks presiden jokowi niat baik bantu rakyat miskin naik bbm patut harga ungkap yusril kamis kelola rumah tangga warung lintas pikir langsung wujud tindak negara tidak bijak landas hukum belum siap landas hukum bijak dipertanggungjawabkan yusril ingat benak baca kutip langsung nyata yusril tribunnews ane yusril sikap arogan pikir cetek tendensius yusril surat gamblang laku nilai underestimated jokowi benak yusril nilai jokowi kelola negara cara kelola warung nilai yusril jokowi meluncurkankis kip kks bung yusril tidak usah cepat komentar bijaksana presiden jokowi kait tiga kartu perintah jokowi baru jalan minggu yusril belum tahu jokowi baru kerja minggu nilai guna managemen warung cetek cara pikir yusril ihza mahendra yusril belum tahu bulan agustus jadi kali kali langka bbm bagai daerah kuota bbm subsidi sedia perintah sby tidak cukup akhir tahun yusril tidak bayang betapa sulit kondisi hadap jokowi presiden baru salah jokowi akhir tahun tidak sedia bbm subsidi rakyat miskin yusril mampu bayang tiba tiba bbm naik mayoritas rakyat miskin tidak beri jaring kam yusril tidak tahu ribut besar jadi parlemen kubu tika rebut kursi pimpin selesai dpr jokowi laku konsultasi dpr bulan depan stok bbm subsidi habis bbm subsidi habis masyarakat beli bbm harga pasar internasional jadi masyarakat luas pikir yusril kesana yusril ihza mahendra orang arogan pikir dunia pimpin bangsa besar tidak cukup bicara hukum bung masalah masalah bangsa kait penting rakyat ekonomi bicara penting negara bicara ruang lingkup luas bukan dar soal hukum tata negara bicara penting negara bicara ipoleksus budhankam kata ajar sekolah ane bukan dar debat soal hukum bung pakar hukum tidak ajak debat pakar pakar hukum polemik uu md bung yusril tidak tahu betapa rusak kondisi parlemen gara gara uu situ bicara ilmu sumbang pikir penting bangsa lanjut serang yusril puan maharani puan maharani asal ngomong tidak paham baik ajar kelola negara benar kata yusril puan kata bijak tiga kartu sakti buat payung hukum bentuk inpres keppres teken presiden jokowi puan tahu inpres keppres instrumen hukum hirarki atur undang undang ri sambung yusril lihat kalimat kalimat keluar mulut yusril gampang yusril beri nilai puan maharani asal ngomong yusril tahu tanya wartawan puan jawab yusril tahu sempat alas puan bicara yusril tidak paham situasi kondisi wawancara media puan maharani baik tidak beri komentar rendah tahu ane puan beri jelas media perintah konsultasi dpr payung hukum tiga kartu parlemen tidak kondusif puan kata tiga kartu biaya apbn apbn p tuju dpr yusril serang puan titik nyata buat payung hukum tiga kartu lewat inpres keppres puan tidak belum kapasitas jelas detail payung hukum tiga bijaksana jokowi pakar pakar hukum tata negara dengar nyata puan maharani cari tahu tanya perintah jokowi betul inpres keppres guna baru timbang alternative tunggu hasil konsultasi dpr tidak yusril yusril lihat celah serang puan yusril nilai puan tidak paham duduk inpres keppres paska reformasi keluar serang pakar hukum tata negara yusril ihza mahendra benar orang percaya yusril alam puluh tahun atas puan maharani pintar paham tata negara alas tepat rendah menko presiden baru lantik mpr kritisi tidak perlu keluar kalimat kalimat rendah orang bukan yusril tahu kis kip kks butuh payung hukum ahli ahli hukum tahu tiga kartu butuh payung hukum butuh ruang konsultasi parlemen kondisi orang tahu kondisi parlemen kondisi stok bbm subsidi yusril tidak paham mudah serang jokowi puan yusril kritisi mensesneg sutikno sikap yusril mensesneg jelas kritik bangun tidak kategori serang yusril saran mensesneg sutikno bericara hati hati kena sumber dana guna biaya bijak kartu sakti mensesneg kata imbuh yusril dana tiga kartu sakti asal dana csr bumn jadi bukan dana apbn tidak perlu bahas dpr kaya bumn kaya pisah uang negara tetap jadi obyek periksa bpk bpkp negara guna dana csr bumn status dana jelas pinjam negara ambil negara ujar yusril yusril harap mensesneg sutikno tidak asal bicara puan maharani pikir bicara tindak urus negara tegas jadi ane baik tokoh yusril mudah keluar nyata nilai sempit tidak manfaat tidak masyarakat tidak yusril fakta nama yusril tidak harum masyarakat partai diri tidak dapat hati masyarakat yusril ihza mahendra mengintropeksi tidak mudah buat nyata nyata kontroversial negeri orang pintar orang ahli tata negara punya niat bangun negeri cara baik guna beri sumbang pikir saran kritisi perintah ingat kritisi jauh esensi nya serang kritisi ulang kali baik manfaat asal tuju tuju balik buat baik harap yusril ihza mahendra urus jadi bidang jadi polemik larut larut rusak tatanan politik tanah air uu md jelas jelas timbul polemik ane uu md esensi tentang sila pancasila uu md jadi senjata kelompok kuasa parpol kuasa parlemen penting jadi tirani mayoritas paksa hendak mayoritas tidak istilah musyawarah mufakat parlemen selesai kuat menang gara gara uu md dpr bukan dewan wakil rakyat dewan depan hikmat bijaksana musyawarah dpr jelma jadi dewan wakil kmp orang tahu orang paham kata pakar hukum tata negara utama jadi wakil tuhan mahkamah konstitusi nyata tidak tahu tidak duli jadi dpr atas kertas uu tidak langgar konstitusi uu md ganti konstitusi persetan esensi dampak timbul uu salam blogger sumber,0,34,30,4
