nama_media,website
ayopalembang.com,https://www.ayopalembang.com/
sinarperbatasan.com,sinarperbatasan.com
j5newsroom.com,https://j5newsroom.com/
transkepri.com,www.transkepri.com
radarinformasinews.com,https://radarinformasinews.com/
ipol.id,https://ipol.id
mimbaronline.com,mimbaronline.com
diskursusnetwork.com,www.diskursusnetwork.com
Beritakita1.click,https://beritakita1.click/
Solusi-news.com,https://www.solusi-news.com/
nu.or.id,https://www.nu.or.id/
krjogja.com,www.krjogja.com
betv.disway.id,http://betv.disway.id
Matakalteng.com,www.matakalteng.com
kutipan.co,kutipan.co
lensanusantara.co.id,https://lensanusantara.co.id/
Jernih.id,https://www.jernih.id/
dialogindonesia.com,dialogindonesia.com
vnews.click,www.vnews.click
mediasatunews.com,mediasatunews.com
DetikManado.com,www.detikmanado.com
Detiksumsel.com,https://www.detiksumsel.com/
mycity.co.id,https://mycity.co.id/
tribunpontianak.co.id,https://pontianak.tribunnews.com/
Mjnews.Id,https://www.mjnews.id
bonepos.com,www.bonepos.com
radarbanyumas.disway.id,radarbanyumas.co.id
jawapos.com,https://jawapos.com
republika.co.id,https://www.republika.co.id/
kaltengekspres.com,https://kaltengekspres.com
inilah.com,inilah.com
serayunews.com,Serayunews.com
jatim.tribunnews.com,https://jatim.tribunnews.com
gotvnews.co.id,www.gotvnews.co.id
gemasulawesi.com,gemasulawesi.com
banjarmasinpost.co.id,www.banjarmasinpost.co.id
HabaNusantara.net,habanusantara.net
1tulah.com,https://www.1tulah.com
sinarpidie.co,sinarpidie.co
Koranbanjar.net,www.koranbanjar.net
kliktimes.com,www.kliktimes.com
AcehEkspres.com,https://acehekspres.com
beritabersatu.com,www.beritabersatu.com
Akurasi.id,www.akurasi.id
Bolmongraya.co,https://bolmongraya.co
Bolmongpost.com,www.bolmongpost.com
Totabuan.news,https://totabuan.news
sulawesion.com,www.sulawesion.com
infototabuan.com,www.infototabuan.com
Liputanbmr.com,liputanbmr.com
Detotabuan.com,https://detotabuan.com/
Mediatotabuan.co,www.mediatotabuan.co
informasiterpercaya.com,www.informasiterpercaya.com
indonesiainteraktif.com,indonesiainteraktif.com
halosumsel.co.id,Halosumsel. Co. Id
Beritatotabuan.com,www.beritatotabuan.com
Fixsnews.co.id,Fixsnews.co.id
Viral24.co.id,www.viral24.co.id
sakanews.com,www.sakanews.com
kroniktotabuan.com,https://kroniktotabuan.com/
kaltengonline.com,kaltengonline.com
